#,#,#,#,#,#,#,#
大灭绝时代,[美] 伊丽莎白·科尔伯特 / 叶盛 , 上海译文出版社 , 2015-5 ,8.9,"
        (839人评价)
    ","2015年第99届普利策非虚构类写作奖
2014年全球环保话题之书
我们时代的《寂静的春天》
《纽约时报》《华盛顿邮报》《图书馆杂志》年度十大好书
《经济学... "
复杂,梅拉妮·米歇尔 / 唐璐 , 湖南科学技术出版社 , 2011-8-1 ,9.0,"
        (1089人评价)
    ",《复杂》内容简介：蚂蚁在组成群体时为何会表现出如此的精密性和具有目的性?数以亿计的神经元是如何产生出像意识这样极度复杂的事物?是什么在引导免疫系统、互联网、... 
宇宙的琴弦,[美] B·格林 / 李泳 , 湖南科学技术出版社 , 2004-08 ,8.9,"
        (2116人评价)
    ",B·格林是当今世界领先的弦理论家之一，他十分精妙地把科学思想与写作融合起来。本书撩开了弦理论的神秘面纱，揭示了一个十一维的宇宙。那里，空间的纤维撕裂了又自己... 
北极梦,[美] 巴里·洛佩兹 / 张建国 , 新民说 | 广西师范大学出版社 , 2017-4 ,8.8,"
        (159人评价)
    ",本书是有关北极题材的生态文学经典。在五年深入考察的基础上，洛佩兹为我们揭开了地球之巅的神秘面纱，用科学的严谨与诗意的表达，描述了北极地区独特的自然、人文景观... 
群居的艺术,辉格 , 山西人民出版社 , 2017-6 ,8.6,"
        (188人评价)
    ","2015年《新周刊》年度新锐图书作者
大象公会重要作者和外脑
辉格作品
《群居的艺术》
（人类作为一种物种的生存策略）
编辑推荐：
1.我们身处其中的社会是... "
上瘾五百年,[美] 戴维·考特莱特 / 薛绚 , 中信出版社 , 2014-8 ,7.6,"
        (1728人评价)
    ","【内容简介】
写给容易上瘾、关注瘾品，对瘾品的历史感兴趣的读者。
早起喝一杯咖啡，疲倦时点一支烟，聚会时来一瓶可乐，你对这些习惯上瘾吗？
酒精、烟草、咖啡因... "
费马大定理,（英）西蒙・辛格 / 薛密 , 上海译文出版社 , 2005-05-01 ,9.0,"
        (1899人评价)
    ",
大自然解剖书系列科普绘本,[美]朱莉娅·罗斯曼 / 帅莱 等 , 北京科学技术出版社 , 2017-4-1 ,9.5,"
        (25人评价)
    ",本丛书内容分为5本，作者用画笔为读者展示了自然世界的奇迹。因为始终对周围事物保持强烈的好奇心和古怪的想法，使得她在这本涂鸦自然观察笔记中解剖、分析和探索野外... 
植物知道生命的答案,[美] 丹尼尔•查莫维茨 / 刘夙 , 长江文艺出版社 , 2014-1-31 ,8.2,"
        (2124人评价)
    ","1．《凤凰卫视》“开卷八分钟”梁文道专题报道
梁文道：如果它（植物）真的能够感知到这个世界，那整个我们人类的生活会改变的，我们跟植物的关系会彻底被改变掉..... "
文明之光 （第三册）,吴军 , 人民邮电出版社 , 2015-1-1 ,9.0,"
        (1388人评价)
    ","【《文明之光》系列荣获由中宣部、中国图书评论学会和中央电视台联合推选的2014“中国好书”奖】
吴军博士从对人类文明产生了重大影响却在过去被忽略的历史故事里... "
人体的故事,[美] 丹尼尔·利伯曼 / 蔡晓峰 , 浙江人民出版社 , 2017-6-1 ,7.7,"
        (229人评价)
    ","·这是一部从现代语境出发、回溯人类历史的人体进化简史，一本从进化、健康与疾病的相互关系着手、审视人体命运的权威著作。
·作为哈佛大学进化生物学教授，作者丹尼... "
肠子的小心思,【德】朱莉娅·恩德斯 / 钱为 , 江苏凤凰科学技术出版社 , 2016-1 ,9.0,"
        (1176人评价)
    ","【内容简介】
《肠子的小心思》是德国图书界的黑马，口嫌体正直的德国人，一面对粑粑说着“不要不要”，一面看得好污好欢乐。原来，德国人觉得理所当然的马桶竟是痔疮... "
#,#,#,#,#,#,#,#
血疫,[美] 理查德·普雷斯顿 / 姚向辉 , 上海译文出版社 , 2016-3 ,8.7,"
        (1706人评价)
    ","文明与病毒之间，只隔了一个航班的距离。
来自热带雨林的危险病毒，可在24小时内乘飞机抵达地球上的任何城市。航空线路连接了全世界的所有城市，构成网络。
埃博拉... "
控制论与科学方法论,金观涛、华国凡 , 新星出版社 , 2005-05 ,9.0,"
        (845人评价)
    ",本书从控制论和系统论基本概念的角度介绍科学方法论知识。书中选用大量生动的事例，深人浅出地介绍了控制、反馈、信息、思维和组织，系统及其演化，质变的数学模型等问... 
吃货的生物学修养,王立铭 , 清华大学出版社 , 2016-9-1 ,8.6,"
        (430人评价)
    ",食物空前丰富的工业社会，反而成了引发疾病的导火索。当人们真正了解了王立铭所著的《吃货的生物学修养》一书中讲述的这段历史和历史背后的故事，也一定可以从中获得科... 
食物信息图,[英] 劳拉·罗 / 王尔笙 , 北京联合出版公司 , 2017-3 ,7.7,"
        (153人评价)
    ","带上这本书，向枯燥的一日三餐说再见，开启幸福感爆棚的寻味之旅！
一张信息图的知识量胜过千言万语。在这本书中，作者将她搜集积累的食物知识融入200多张各不相同... "
消失的微生物,［美］马丁•布莱泽 / 傅贺、严青（校） , 湖南科学技术出版社 , 2016-7-1 ,9.2,"
        (385人评价)
    ",为什么现在的孩子越来越高、越来越胖？为什么青少年糖尿病越来越多、发病年龄越来越小？为什么越来越多的现代人患上了哮喘、过敏性鼻炎以及五花八门的食物过敏？种种“... 
这就是二十四节气,高春香 邵敏 著、许明振 李婧 绘 , 海豚出版社 , 2015-9-1 ,8.6,"
        (217人评价)
    ",小女孩牙牙来到乡下的爷爷奶奶家，这里的生活既陌生又亲切，每天都有很多好玩的事可做，有很多神奇的秘密等待她去发现。春种夏长，秋收冬藏，牙牙在这里体验到一年里二... 
