#,#,#,#,#,#,#,#
生火,[法] 克里斯多夫·夏布特（Christophe Chabouté）编绘 / 曹杨 , 后浪丨北京联合出版公司 , 2017-3 ,8.9,"
        (198人评价)
    ","改编自杰克·伦敦同名小说
漫画诗人、《灯塔》作者夏布特再现自然主义文学经典
...................
※编辑推荐※
《生火》是美国作家杰克·伦... "
淫夜 ～二人の花嫁～,いとう 由貴、Ciel , リブレ出版 , 2015-3-19 ,8.2,"
        (132人评价)
    ",純粋で肉欲を嫌悪する双子の海と陸は、ある日訪れた観光先で4人の男達の罠にはまる。地位も権力もある男達の道楽で夜毎身体に快楽を教え込まれる淫蕩な日々…。初めて... 
火鳳燎原 1,陳某 , 東立出版社 , 2001-6-29 ,9.3,"
        (2002人评价)
    ",東漢末年，董卓藉清除黃巾賊之名佔據國都洛陽，並擅立新帝，天下大亂！才智過人的司馬懿，加上勇蓋當世的燎原火，設計殺死了董卓的軍師許臨，並計畫進一步顛覆董卓勢力... 
#,#,#,#,#,#,#,#
尼乌尔克3.阿尔法,[法]奥利维耶•瓦提纳（Olivier Vatine） / 卞文佳 , 世界图书出版公司 , 2017-6 ,8.4,"
        (31人评价)
    ",部落里的人受到辐射陆续死亡，作为部落的唯一幸存者，黑孩儿最终到达了尼乌尔克——众神之城。但是，那里到处都是陷阱和机器人，小猎人本能地躲避它们或者和它们对抗，... 
"Yaxin, le faune Gabriel",Manuel Arenas、Dimitri Vey , Éd. Soleil , 2010-10-22 ,9.3,"
        (31人评价)
    ","Génie de l'animation, Manuel Arenas s'est associé à Dimitri Vey, brillant écri... "
深夜食堂 02,[日] 安倍夜郎 / 陈颖 , 湖南文艺出版社 , 2013-1 ,9.1,"
        (8616人评价)
    ","每个忙碌的都市人都渴望有这样的地方：填饱饥饿的胃，温暖疲惫的心。
日本、台湾地区、韩国千万读者口碑相传
最温情、治愈的都市美食故事
第55回小学馆漫画奖、第... "
未生,[韩] 尹胎镐 / 杨瑾玟 / 中信出版社 , 2017-5 , 45元,9.3,"
        (65人评价)
    ","第1册 着手
11岁进入棋院学习围棋，曾被认为有围棋天赋。往后的7年，张格莱的生活中只有围棋。
但是最终，他入段失败。不得不从一对一的围棋世界，踏入残酷竞争... "
海狼,[法] 里夫·雷布斯 编绘 / 崔书凝 , 后浪丨北京联合出版公司 , 2017-3 ,8.5,"
        (169人评价)
    ","《海狼》是一部画风粗犷、刚健的图像小说。
它的舞台是一条船上的“禁闭空间”,故事则是两个男人之间的较量和角力。
一位是粗暴、强健的船长，愤世嫉俗，信仰丛林法... "
黑猫侦探 II：极寒之国,[西]胡安·卡纳莱斯（Juan Díaz Canales） 文、胡安霍·瓜尔尼多（Juanjo Guarnido） 图 / 赵心舒 , 北京联合出版公司·后浪出版公司 , 2015-12 ,9.1,"
        (947人评价)
    ","新生代欧漫最经典作品
.....................
※编辑推荐※
★ 新生代欧漫最经典作品：《黑猫侦探》系列于2000年问世，甫一上市便获得了... "
NANA（1-13）,[日] 矢泽爱 , 内蒙古人民出版社 , 2005-9 ,9.1,"
        (16566人评价)
    ",
死亡筆記 1,大場鶇、小畑健 / 陈欣智 , 文化傳信 , 2004年 ,8.9,"
        (21920人评价)
    ","在這筆記裡被寫上名字的人類會死亡。
死神流克在人類世界丟下這本筆記「Death Note」。從此之後，兩位被選中的人「夜神月」和「L」便展開壯烈的戰鬥！
這... "
丁丁历险记（共22本）,埃尔热 , 中国少年儿童出版社 , 2001-04-01 ,9.5,"
        (1699人评价)
    ","《丁丁在刚果》、
《丁丁在美洲》、
《法老的雪茄》、
《蓝莲花》、
《破损的耳朵》、
《黑岛》、
《奥托卡王的权杖》、
《金钳螃蟹贩毒集团》、
《神秘的流星... "
大家都有病,朱德庸 , 现代出版社 , 2011-5 ,8.1,"
        (6761人评价)
    ","★这是一个有病的社会，这是一个有病的时代。
★自杀三兄弟每天喊着要自杀，最后无论怎样都死不成。焦虑二人组是一对夫妻，每天有操烦不完的事。OK绷人全身几乎都贴... "
黑猫侦探 III：红色灵魂,[西] 胡安·卡纳莱斯（Juan Díaz Canales） 文、胡安霍·瓜尔尼多（Juanjo Guarnido） 图 / 赵心舒 , 北京联合出版公司·后浪出版公司 , 2016-5 ,8.9,"
        (570人评价)
    ","新生代欧漫经典之作
媲美《疯狂动物城》的动物拟人作品
核战危机中，黑猫侦探再次出击！

...................
※编辑推荐※
☆ 新生代欧漫... "
